,ticker,Date,Posible_compra
4182,AWK,2009-11-14,No
4183,AWK,2010-02-14,No
4184,AWK,2010-05-15,No
4185,AWK,2010-08-14,Sí
4186,AWK,2010-11-14,No
4187,AWK,2011-02-14,No
4188,AWK,2011-05-15,No
4189,AWK,2011-08-14,No
4190,AWK,2011-11-14,No
4191,AWK,2012-02-14,No
4192,AWK,2012-05-15,No
4193,AWK,2012-08-14,No
4194,AWK,2012-11-14,No
4195,AWK,2013-02-14,No
4196,AWK,2013-05-15,No
4197,AWK,2013-08-14,No
4198,AWK,2013-11-14,No
4199,AWK,2014-02-14,No
4200,AWK,2014-05-15,No
4201,AWK,2014-08-14,No
4202,AWK,2014-11-14,No
4203,AWK,2015-02-14,No
4204,AWK,2015-05-15,No
4205,AWK,2015-08-14,Sí
4206,AWK,2015-11-14,No
4207,AWK,2016-02-14,No
4208,AWK,2016-05-15,No
4209,AWK,2016-08-14,No
4210,AWK,2016-11-14,No
4211,AWK,2017-02-14,No
4212,AWK,2017-05-15,No
4213,AWK,2017-08-14,No
4214,AWK,2017-11-14,No
4215,AWK,2018-02-14,No
4216,AWK,2018-05-15,No
4217,AWK,2018-08-14,No
4218,AWK,2018-11-14,No
4219,AWK,2019-02-14,No
4220,AWK,2019-05-15,No
4221,AWK,2019-08-14,No
4222,AWK,2019-11-14,No
4223,AWK,2020-02-14,No
4224,AWK,2020-05-15,No
4225,AWK,2020-08-14,No
4226,AWK,2020-11-14,No
4227,AWK,2021-02-14,No
4228,AWK,2021-05-15,No
4229,AWK,2021-08-14,No
4230,AWK,2021-11-14,No
4231,AWK,2022-02-14,No
4232,AWK,2022-05-15,No
4233,AWK,2022-08-14,No
4234,AWK,2022-11-14,No
4235,AXP,2000-05-15,No
4236,AXP,2000-08-14,No
4237,AXP,2000-11-14,No
4238,AXP,2001-02-14,No
4239,AXP,2001-05-15,No
4240,AXP,2001-08-14,No
4241,AXP,2001-11-14,No
4242,AXP,2002-02-14,Sí
4243,AXP,2002-05-15,Sí
4244,AXP,2002-08-14,Sí
4245,AXP,2002-11-14,Sí
4246,AXP,2003-02-14,Sí
4247,AXP,2003-05-15,Sí
4248,AXP,2003-08-14,No
4249,AXP,2003-11-14,No
4250,AXP,2004-02-14,No
4251,AXP,2004-05-15,No
4252,AXP,2004-08-14,No
4253,AXP,2004-11-14,No
4254,AXP,2005-02-14,No
4255,AXP,2005-05-15,Sí
4256,AXP,2005-08-14,Sí
4257,AXP,2005-11-14,No
4258,AXP,2006-02-14,No
4259,AXP,2006-05-15,No
4260,AXP,2006-08-14,No
4261,AXP,2006-11-14,No
4262,AXP,2007-02-14,No
4263,AXP,2007-05-15,No
4264,AXP,2007-08-14,No
4265,AXP,2007-11-14,No
4266,AXP,2008-02-14,Sí
4267,AXP,2008-05-15,Sí
4268,AXP,2008-08-14,Sí
4269,AXP,2008-11-14,Sí
4270,AXP,2009-02-14,Sí
4271,AXP,2009-05-15,Sí
4272,AXP,2009-08-14,Sí
4273,AXP,2009-11-14,Sí
4274,AXP,2010-02-14,No
4275,AXP,2010-05-15,No
4276,AXP,2010-08-14,No
4277,AXP,2010-11-14,No
4278,AXP,2011-02-14,No
4279,AXP,2011-05-15,No
4280,AXP,2011-08-14,No
4281,AXP,2011-11-14,No
4282,AXP,2012-02-14,Sí
4283,AXP,2012-05-15,No
4284,AXP,2012-08-14,No
4285,AXP,2012-11-14,No
4286,AXP,2013-02-14,No
4287,AXP,2013-05-15,No
4288,AXP,2013-08-14,No
4289,AXP,2013-11-14,No
4290,AXP,2014-02-14,No
4291,AXP,2014-05-15,No
4292,AXP,2014-08-14,No
4293,AXP,2014-11-14,No
4294,AXP,2015-02-14,No
4295,AXP,2015-05-15,Sí
4296,AXP,2015-08-14,No
4297,AXP,2015-11-14,No
4298,AXP,2016-02-14,Sí
4299,AXP,2016-05-15,Sí
4300,AXP,2016-08-14,Sí
4301,AXP,2016-11-14,Sí
4302,AXP,2017-02-14,No
4303,AXP,2017-05-15,No
4304,AXP,2017-08-14,No
4305,AXP,2017-11-14,No
4306,AXP,2018-02-14,No
4307,AXP,2018-05-15,No
4308,AXP,2018-08-14,No
4309,AXP,2018-11-14,No
4310,AXP,2019-02-14,No
4311,AXP,2019-05-15,No
4312,AXP,2019-08-14,No
4313,AXP,2019-11-14,No
4314,AXP,2020-02-14,No
4315,AXP,2020-05-15,Sí
4316,AXP,2020-08-14,Sí
4317,AXP,2020-11-14,Sí
4318,AXP,2021-02-14,No
4319,AXP,2021-05-15,No
4320,AXP,2021-08-14,No
4321,AXP,2021-11-14,No
4322,AXP,2022-02-14,No
4323,AXP,2022-05-15,No
4324,AXP,2022-08-14,No
4325,AXP,2022-11-14,No
4326,AXP,2023-02-14,Sí
4327,AZO,2000-03-28,No
4328,AZO,2000-06-20,No
4329,AZO,2000-10-10,No
4330,AZO,2001-01-02,No
4331,AZO,2001-03-27,No
4332,AZO,2001-06-19,No
4333,AZO,2001-10-09,No
4334,AZO,2002-01-01,No
4335,AZO,2002-03-26,No
4336,AZO,2002-06-18,No
4337,AZO,2002-10-15,No
4338,AZO,2003-01-07,No
4339,AZO,2003-04-01,No
4340,AZO,2003-06-24,No
4341,AZO,2003-10-14,No
4342,AZO,2004-01-06,No
4343,AZO,2004-03-30,No
4344,AZO,2004-06-22,No
4345,AZO,2004-10-12,No
4346,AZO,2005-01-04,No
4347,AZO,2005-03-29,Sí
4348,AZO,2005-06-21,Sí
4349,AZO,2005-10-11,Sí
4350,AZO,2006-01-03,Sí
4351,AZO,2006-03-28,Sí
4352,AZO,2006-06-20,Sí
4353,AZO,2006-10-10,Sí
4354,AZO,2007-01-02,No
4355,AZO,2007-03-27,No
4356,AZO,2007-06-19,No
4357,AZO,2007-10-09,No
4358,AZO,2008-01-01,No
4359,AZO,2008-03-25,No
4360,AZO,2008-06-17,Sí
4361,AZO,2008-10-14,No
4362,AZO,2009-01-06,No
4363,AZO,2009-03-31,No
4364,AZO,2009-06-23,No
4365,AZO,2009-10-13,No
4366,AZO,2010-01-05,No
4367,AZO,2010-03-30,No
4368,AZO,2010-06-22,No
4369,AZO,2010-10-12,No
4370,AZO,2011-01-04,No
4371,AZO,2011-03-29,No
4372,AZO,2011-06-21,No
4373,AZO,2011-10-11,No
4374,AZO,2012-01-03,No
4375,AZO,2012-03-27,No
4376,AZO,2012-06-19,No
4377,AZO,2012-10-09,No
4378,AZO,2013-01-01,No
4379,AZO,2013-03-26,No
4380,AZO,2013-06-18,No
4381,AZO,2013-10-15,No
4382,AZO,2014-01-07,No
4383,AZO,2014-04-01,No
4384,AZO,2014-06-24,No
4385,AZO,2014-10-14,No
4386,AZO,2015-01-06,No
4387,AZO,2015-03-31,No
4388,AZO,2015-06-23,No
4389,AZO,2015-10-13,No
4390,AZO,2016-01-05,No
4391,AZO,2016-03-29,No
4392,AZO,2016-06-21,No
4393,AZO,2016-10-11,No
4394,AZO,2017-01-03,No
4395,AZO,2017-03-28,No
4396,AZO,2017-06-20,No
4397,AZO,2017-10-10,No
4398,AZO,2018-01-02,No
4399,AZO,2018-03-27,No
4400,AZO,2018-06-19,No
4401,AZO,2018-10-09,No
4402,AZO,2019-01-01,No
4403,AZO,2019-03-26,No
4404,AZO,2019-06-18,No
4405,AZO,2019-10-15,No
4406,AZO,2020-01-07,No
4407,AZO,2020-03-31,No
4408,AZO,2020-06-23,No
4409,AZO,2020-10-13,No
4410,AZO,2021-01-05,No
4411,AZO,2021-03-30,No
4412,AZO,2021-06-22,No
4413,AZO,2021-10-12,No
4414,AZO,2022-01-04,No
4415,AZO,2022-03-29,No
4416,AZO,2022-06-21,No
4417,AZO,2022-10-11,No
4418,AZO,2023-01-03,No
4419,BA,2000-05-15,No
4420,BA,2000-08-14,No
4421,BA,2000-11-14,No
4422,BA,2001-02-14,No
4423,BA,2001-05-15,No
4424,BA,2001-08-14,No
4425,BA,2001-11-14,No
4426,BA,2002-02-14,No
4427,BA,2002-05-15,No
4428,BA,2002-08-14,No
4429,BA,2002-11-14,Sí
4430,BA,2003-02-14,No
4431,BA,2003-05-15,Sí
4432,BA,2003-08-14,No
4433,BA,2003-11-14,No
4434,BA,2004-02-14,No
4435,BA,2004-05-15,No
4436,BA,2004-08-14,No
4437,BA,2004-11-14,No
4438,BA,2005-02-14,No
4439,BA,2005-05-15,No
4440,BA,2005-08-14,No
4441,BA,2005-11-14,No
4442,BA,2006-02-14,No
4443,BA,2006-05-15,No
4444,BA,2006-08-14,No
4445,BA,2006-11-14,No
4446,BA,2007-02-14,No
4447,BA,2007-05-15,No
4448,BA,2007-08-14,No
4449,BA,2007-11-14,No
4450,BA,2008-02-14,Sí
4451,BA,2008-05-15,Sí
4452,BA,2008-08-14,No
4453,BA,2008-11-14,No
4454,BA,2009-02-14,No
4455,BA,2009-05-15,No
4456,BA,2009-08-14,No
4457,BA,2009-11-14,No
4458,BA,2010-02-14,No
4459,BA,2010-05-15,No
4460,BA,2010-08-14,No
4461,BA,2010-11-14,No
4462,BA,2011-02-14,No
4463,BA,2011-05-15,No
4464,BA,2011-08-14,No
4465,BA,2011-11-14,No
4466,BA,2012-02-14,No
4467,BA,2012-05-15,No
4468,BA,2012-08-14,No
4469,BA,2012-11-14,No
4470,BA,2013-02-14,Sí
4471,BA,2013-05-15,No
4472,BA,2013-08-14,No
4473,BA,2013-11-14,Sí
4474,BA,2014-02-14,Sí
4475,BA,2014-05-15,No
4476,BA,2014-08-14,No
4477,BA,2014-11-14,Sí
4478,BA,2015-02-14,No
4479,BA,2015-05-15,No
4480,BA,2015-08-14,No
4481,BA,2015-11-14,No
4482,BA,2016-02-14,No
4483,BA,2016-05-15,No
4484,BA,2016-08-14,No
4485,BA,2016-11-14,No
4486,BA,2017-02-14,No
4487,BA,2017-05-15,No
4488,BA,2017-08-14,No
4489,BA,2017-11-14,No
4490,BA,2018-02-14,No
4491,BA,2018-05-15,No
4492,BA,2018-08-14,No
4493,BA,2018-11-14,No
4494,BA,2019-02-14,No
4495,BA,2019-05-15,No
4496,BA,2019-08-14,No
4497,BA,2019-11-14,No
4498,BA,2020-02-14,No
4499,BA,2020-05-15,No
4500,BA,2020-08-14,No
4501,BA,2020-11-14,No
4502,BA,2021-02-14,No
4503,BA,2021-05-15,No
4504,BA,2021-08-14,No
4505,BA,2021-11-14,No
4506,BA,2022-02-14,No
4507,BA,2022-05-15,No
4508,BA,2022-08-14,No
4509,BA,2022-11-14,No
4510,BA,2023-02-14,No
4511,BAC,2000-05-15,No
4512,BAC,2000-08-14,No
4513,BAC,2000-11-14,No
4514,BAC,2001-02-14,No
4515,BAC,2001-05-15,No
4516,BAC,2001-08-14,No
4517,BAC,2001-11-14,No
4518,BAC,2002-02-14,No
4519,BAC,2002-05-15,No
4520,BAC,2002-08-14,No
4521,BAC,2002-11-14,No
4522,BAC,2003-02-14,No
4523,BAC,2003-05-15,No
4524,BAC,2003-08-14,No
4525,BAC,2003-11-14,No
4526,BAC,2004-02-14,No
4527,BAC,2004-05-15,No
4528,BAC,2004-08-14,No
4529,BAC,2004-11-14,No
4530,BAC,2005-02-14,No
4531,BAC,2005-05-15,No
4532,BAC,2005-08-14,No
4533,BAC,2005-11-14,No
4534,BAC,2006-02-14,No
4535,BAC,2006-05-15,No
4536,BAC,2006-08-14,No
4537,BAC,2006-11-14,No
4538,BAC,2007-02-14,No
4539,BAC,2007-05-15,No
4540,BAC,2007-08-14,No
4541,BAC,2007-11-14,No
4542,BAC,2008-02-14,No
4543,BAC,2008-05-15,No
4544,BAC,2008-08-14,No
4545,BAC,2008-11-14,No
4546,BAC,2009-02-14,No
4547,BAC,2009-05-15,No
4548,BAC,2009-08-14,No
4549,BAC,2009-11-14,No
4550,BAC,2010-02-14,No
4551,BAC,2010-05-15,No
4552,BAC,2010-08-14,No
4553,BAC,2010-11-14,No
4554,BAC,2011-02-14,No
4555,BAC,2011-05-15,No
4556,BAC,2011-08-14,No
4557,BAC,2011-11-14,No
4558,BAC,2012-02-14,No
4559,BAC,2012-05-15,No
4560,BAC,2012-08-14,No
4561,BAC,2012-11-14,No
4562,BAC,2013-02-14,No
4563,BAC,2013-05-15,No
4564,BAC,2013-08-14,No
4565,BAC,2013-11-14,No
4566,BAC,2014-02-14,No
4567,BAC,2014-05-15,No
4568,BAC,2014-08-14,No
4569,BAC,2014-11-14,No
4570,BAC,2015-02-14,No
4571,BAC,2015-05-15,No
4572,BAC,2015-08-14,No
4573,BAC,2015-11-14,No
4574,BAC,2016-02-14,No
4575,BAC,2016-05-15,No
4576,BAC,2016-08-14,No
4577,BAC,2016-11-14,No
4578,BAC,2017-02-14,No
4579,BAC,2017-05-15,No
4580,BAC,2017-08-14,No
4581,BAC,2017-11-14,No
4582,BAC,2018-02-14,No
4583,BAC,2018-05-15,No
4584,BAC,2018-08-14,No
4585,BAC,2018-11-14,No
4586,BAC,2019-02-14,No
4587,BAC,2019-05-15,No
4588,BAC,2019-08-14,No
4589,BAC,2019-11-14,No
4590,BAC,2020-02-14,No
4591,BAC,2020-05-15,No
4592,BAC,2020-08-14,No
4593,BAC,2020-11-14,No
4594,BAC,2021-02-14,No
4595,BAC,2021-05-15,No
4596,BAC,2021-08-14,No
4597,BAC,2021-11-14,No
4598,BAC,2022-02-14,No
4599,BAC,2022-05-15,No
4600,BAC,2022-08-14,No
4601,BAC,2022-11-14,No
4602,BAC,2023-02-14,No
4603,BALL,2021-05-15,No
4604,BALL,2021-08-14,No
4605,BALL,2021-11-14,No
4606,BALL,2022-02-14,No
4607,BALL,2022-05-15,No
4608,BALL,2022-08-14,No
4609,BALL,2022-11-14,No
4610,BALL,2023-02-14,No
4611,BAX,2000-05-15,No
4612,BAX,2000-08-14,No
4613,BAX,2000-11-14,No
4614,BAX,2001-02-14,No
4615,BAX,2001-05-15,No
4616,BAX,2001-08-14,No
4617,BAX,2001-11-14,No
4618,BAX,2002-02-14,No
4619,BAX,2002-05-15,No
4620,BAX,2002-08-14,Sí
4621,BAX,2002-11-14,Sí
4622,BAX,2003-02-14,Sí
4623,BAX,2003-05-15,Sí
4624,BAX,2003-08-14,Sí
4625,BAX,2003-11-14,Sí
4626,BAX,2004-02-14,No
4627,BAX,2004-05-15,No
4628,BAX,2004-08-14,No
4629,BAX,2004-11-14,No
4630,BAX,2005-02-14,No
4631,BAX,2005-05-15,No
4632,BAX,2005-08-14,No
4633,BAX,2005-11-14,No
4634,BAX,2006-02-14,No
4635,BAX,2006-05-15,Sí
4636,BAX,2006-08-14,Sí
4637,BAX,2006-11-14,Sí
4638,BAX,2007-02-14,Sí
4639,BAX,2007-05-15,No
4640,BAX,2007-08-14,No
4641,BAX,2007-11-14,No
4642,BAX,2008-02-14,No
4643,BAX,2008-05-15,No
4644,BAX,2008-08-14,No
4645,BAX,2008-11-14,No
4646,BAX,2009-02-14,Sí
4647,BAX,2009-05-15,Sí
4648,BAX,2009-08-14,Sí
4649,BAX,2009-11-14,Sí
4650,BAX,2010-02-14,Sí
4651,BAX,2010-05-15,No
4652,BAX,2010-08-14,Sí
4653,BAX,2010-11-14,Sí
4654,BAX,2011-02-14,Sí
4655,BAX,2011-05-15,Sí
4656,BAX,2011-08-14,No
4657,BAX,2011-11-14,Sí
4658,BAX,2012-02-14,Sí
4659,BAX,2012-05-15,No
4660,BAX,2012-08-14,Sí
4661,BAX,2012-11-14,Sí
4662,BAX,2013-02-14,No
4663,BAX,2013-05-15,No
4664,BAX,2013-08-14,No
4665,BAX,2013-11-14,Sí
4666,BAX,2014-02-14,No
4667,BAX,2014-05-15,No
4668,BAX,2014-08-14,No
4669,BAX,2014-11-14,No
4670,BAX,2015-02-14,No
4671,BAX,2015-05-15,No
4672,BAX,2015-08-14,No
4673,BAX,2015-11-14,Sí
4674,BAX,2016-02-14,Sí
4675,BAX,2016-05-15,Sí
4676,BAX,2016-08-14,No
4677,BAX,2016-11-14,Sí
4678,BAX,2017-02-14,Sí
4679,BAX,2017-05-15,No
4680,BAX,2017-08-14,No
4681,BAX,2017-11-14,No
4682,BAX,2018-02-14,No
4683,BAX,2018-05-15,No
4684,BAX,2018-08-14,No
4685,BAX,2018-11-14,No
4686,BAX,2019-02-14,No
4687,BAX,2019-05-15,No
4688,BAX,2019-08-14,No
4689,BAX,2019-11-14,No
4690,BAX,2020-02-14,No
4691,BAX,2020-05-15,No
4692,BAX,2020-08-14,No
4693,BAX,2020-11-14,Sí
4694,BAX,2021-02-14,No
4695,BAX,2021-05-15,No
4696,BAX,2021-08-14,No
4697,BAX,2021-11-14,Sí
4698,BAX,2022-02-14,Sí
4699,BAX,2022-05-15,No
4700,BAX,2022-08-14,No
4701,BAX,2022-11-14,No
4702,BBWI,2020-09-15,No
4703,BBWI,2020-12-15,No
4704,BBWI,2021-03-16,No
4705,BBWI,2021-06-15,No
4706,BBWI,2021-09-14,No
4707,BBWI,2021-12-14,No
4708,BBWI,2022-03-15,No
4709,BBWI,2022-06-14,No
4710,BBWI,2022-09-13,No
4711,BBWI,2022-12-13,No
4712,BBY,2000-04-11,No
4713,BBY,2000-07-11,No
4714,BBY,2000-10-10,No
4715,BBY,2001-01-09,No
4716,BBY,2001-04-17,No
4717,BBY,2001-07-17,No
4718,BBY,2001-10-16,No
4719,BBY,2002-01-15,No
4720,BBY,2002-04-16,Sí
4721,BBY,2002-07-16,No
4722,BBY,2002-10-15,Sí
4723,BBY,2003-01-14,Sí
4724,BBY,2003-04-15,Sí
4725,BBY,2003-07-15,Sí
4726,BBY,2003-10-14,No
4727,BBY,2004-01-13,No
4728,BBY,2004-04-13,No
4729,BBY,2004-07-13,No
4730,BBY,2004-10-12,Sí
4731,BBY,2005-01-11,No
4732,BBY,2005-04-12,Sí
4733,BBY,2005-07-12,Sí
4734,BBY,2005-10-11,Sí
4735,BBY,2006-01-10,No
4736,BBY,2006-04-11,No
4737,BBY,2006-07-11,Sí
4738,BBY,2006-10-10,Sí
4739,BBY,2007-01-09,No
4740,BBY,2007-04-17,Sí
4741,BBY,2007-07-17,Sí
4742,BBY,2007-10-16,No
4743,BBY,2008-01-15,No
4744,BBY,2008-04-15,No
4745,BBY,2008-07-15,No
4746,BBY,2008-10-14,Sí
4747,BBY,2009-01-13,Sí
4748,BBY,2009-04-14,Sí
4749,BBY,2009-07-14,Sí
4750,BBY,2009-10-13,Sí
4751,BBY,2010-01-12,No
4752,BBY,2010-04-13,Sí
4753,BBY,2010-07-13,Sí
4754,BBY,2010-10-12,Sí
4755,BBY,2011-01-11,No
4756,BBY,2011-04-12,Sí
4757,BBY,2011-07-12,Sí
4758,BBY,2011-10-11,Sí
4759,BBY,2012-01-10,No
4760,BBY,2012-04-17,No
4761,BBY,2012-06-19,Sí
4762,BBY,2012-09-18,No
4763,BBY,2012-12-18,No
4764,BBY,2013-03-19,Sí
4765,BBY,2013-06-18,No
4766,BBY,2013-09-17,No
4767,BBY,2013-12-17,No
4768,BBY,2014-03-18,Sí
4769,BBY,2014-06-17,Sí
4770,BBY,2014-09-16,Sí
4771,BBY,2014-12-16,No
4772,BBY,2015-03-17,Sí
4773,BBY,2015-06-16,Sí
4774,BBY,2015-09-15,Sí
4775,BBY,2015-12-15,No
4776,BBY,2016-03-15,Sí
4777,BBY,2016-06-14,Sí
4778,BBY,2016-09-13,No
4779,BBY,2016-12-13,No
4780,BBY,2017-03-14,No
4781,BBY,2017-06-13,No
4782,BBY,2017-09-12,No
4783,BBY,2017-12-12,No
4784,BBY,2018-03-20,No
4785,BBY,2018-06-19,No
4786,BBY,2018-09-18,No
4787,BBY,2018-12-18,No
4788,BBY,2019-03-19,No
4789,BBY,2019-06-18,No
4790,BBY,2019-09-17,Sí
4791,BBY,2019-12-17,No
4792,BBY,2020-03-17,No
4793,BBY,2020-06-16,Sí
4794,BBY,2020-09-15,No
4795,BBY,2020-12-15,No
4796,BBY,2021-03-16,Sí
4797,BBY,2021-06-15,No
4798,BBY,2021-09-14,Sí
4799,BBY,2021-12-14,No
4800,BBY,2022-03-15,No
4801,BBY,2022-06-14,No
4802,BBY,2022-09-13,No
4803,BBY,2022-12-13,No
4804,BDX,2000-05-15,No
4805,BDX,2000-08-14,No
4806,BDX,2000-11-14,No
4807,BDX,2001-02-14,No
4808,BDX,2001-05-15,No
4809,BDX,2001-08-14,No
4810,BDX,2001-11-14,No
4811,BDX,2002-02-14,Sí
4812,BDX,2002-05-15,No
4813,BDX,2002-08-14,Sí
4814,BDX,2002-11-14,Sí
4815,BDX,2003-02-14,Sí
4816,BDX,2003-05-15,Sí
4817,BDX,2003-08-14,Sí
4818,BDX,2003-11-14,Sí
4819,BDX,2004-02-14,No
4820,BDX,2004-05-15,No
4821,BDX,2004-08-14,No
4822,BDX,2004-11-14,No
4823,BDX,2005-02-14,No
4824,BDX,2005-05-15,No
4825,BDX,2005-08-14,No
4826,BDX,2005-11-14,Sí
4827,BDX,2006-02-14,No
4828,BDX,2006-05-15,No
4829,BDX,2006-08-14,No
4830,BDX,2006-11-14,No
4831,BDX,2007-02-14,No
4832,BDX,2007-05-15,No
4833,BDX,2007-08-14,No
4834,BDX,2007-11-14,No
4835,BDX,2008-02-14,No
4836,BDX,2008-05-15,Sí
4837,BDX,2008-08-14,Sí
4838,BDX,2008-11-14,Sí
4839,BDX,2009-02-14,Sí
4840,BDX,2009-05-15,Sí
4841,BDX,2009-08-14,Sí
4842,BDX,2009-11-14,Sí
4843,BDX,2010-02-14,Sí
4844,BDX,2010-05-15,No
4845,BDX,2010-08-14,Sí
4846,BDX,2010-11-14,Sí
4847,BDX,2011-02-14,No
4848,BDX,2011-05-15,No
4849,BDX,2011-08-14,No
4850,BDX,2011-11-14,No
4851,BDX,2012-02-14,Sí
4852,BDX,2012-05-15,No
4853,BDX,2012-08-14,No
4854,BDX,2012-11-14,No
4855,BDX,2013-02-14,Sí
4856,BDX,2013-05-15,No
4857,BDX,2013-08-14,No
4858,BDX,2013-11-14,No
4859,BDX,2014-02-14,No
4860,BDX,2014-05-15,No
4861,BDX,2014-08-14,No
4862,BDX,2014-11-14,No
4863,BDX,2015-02-14,No
4864,BDX,2015-05-15,No
4865,BDX,2015-08-14,No
4866,BDX,2015-11-14,No
4867,BDX,2016-02-14,No
4868,BDX,2016-05-15,Sí
4869,BDX,2016-08-14,No
4870,BDX,2016-11-14,No
4871,BDX,2017-02-14,No
4872,BDX,2017-05-15,No
4873,BDX,2017-08-14,Sí
4874,BDX,2017-11-14,Sí
4875,BDX,2018-02-14,Sí
4876,BDX,2018-05-15,No
4877,BDX,2018-08-14,No
4878,BDX,2018-11-14,Sí
4879,BDX,2019-02-14,Sí
4880,BDX,2019-05-15,No
4881,BDX,2019-08-14,No
4882,BDX,2019-11-14,No
4883,BDX,2020-02-14,No
4884,BDX,2020-05-15,Sí
4885,BDX,2020-08-14,Sí
4886,BDX,2020-11-14,Sí
4887,BDX,2021-02-14,Sí
4888,BDX,2021-05-15,Sí
4889,BDX,2021-08-14,No
4890,BDX,2021-11-14,No
4891,BDX,2022-02-14,No
4892,BDX,2022-05-15,No
4893,BDX,2022-08-14,No
4894,BDX,2022-11-14,No
4895,BDX,2023-02-14,Sí
4896,BEN,2000-05-15,No
4897,BEN,2000-08-14,No
4898,BEN,2000-11-14,No
4899,BEN,2001-02-14,No
4900,BEN,2001-05-15,No
4901,BEN,2001-08-14,No
4902,BEN,2001-11-14,No
4903,BEN,2002-02-14,No
4904,BEN,2002-05-15,Sí
4905,BEN,2002-08-14,No
4906,BEN,2002-11-14,Sí
4907,BEN,2003-02-14,Sí
4908,BEN,2003-05-15,Sí
4909,BEN,2003-08-14,No
4910,BEN,2003-11-14,No
4911,BEN,2004-02-14,No
4912,BEN,2004-05-15,No
4913,BEN,2004-08-14,No
4914,BEN,2004-11-14,No
4915,BEN,2005-02-14,No
4916,BEN,2005-05-15,No
4917,BEN,2005-08-14,No
4918,BEN,2005-11-14,No
4919,BEN,2006-02-14,No
4920,BEN,2006-05-15,No
4921,BEN,2006-08-14,No
4922,BEN,2006-11-14,No
4923,BEN,2007-02-14,No
4924,BEN,2007-05-15,No
4925,BEN,2007-08-14,No
4926,BEN,2007-11-14,No
4927,BEN,2008-02-14,Sí
4928,BEN,2008-05-15,Sí
4929,BEN,2008-08-14,Sí
4930,BEN,2008-11-14,Sí
4931,BEN,2009-02-14,Sí
4932,BEN,2009-05-15,Sí
4933,BEN,2009-08-14,Sí
4934,BEN,2009-11-14,No
4935,BEN,2010-02-14,No
4936,BEN,2010-05-15,No
4937,BEN,2010-08-14,Sí
4938,BEN,2010-11-14,No
4939,BEN,2011-02-14,No
4940,BEN,2011-05-15,No
4941,BEN,2011-08-14,No
4942,BEN,2011-11-14,Sí
4943,BEN,2012-02-14,Sí
4944,BEN,2012-05-15,No
4945,BEN,2012-08-14,No
4946,BEN,2012-11-14,Sí
4947,BEN,2013-02-14,No
4948,BEN,2013-05-15,No
4949,BEN,2013-08-14,No
4950,BEN,2013-11-14,No
4951,BEN,2014-02-14,No
4952,BEN,2014-05-15,No
4953,BEN,2014-08-14,No
4954,BEN,2014-11-14,Sí
4955,BEN,2015-02-14,No
4956,BEN,2015-05-15,Sí
4957,BEN,2015-08-14,Sí
4958,BEN,2015-11-14,Sí
4959,BEN,2016-02-14,Sí
4960,BEN,2016-05-15,Sí
4961,BEN,2016-08-14,Sí
4962,BEN,2016-11-14,Sí
4963,BEN,2017-02-14,No
4964,BEN,2017-05-15,No
4965,BEN,2017-08-14,No
4966,BEN,2017-11-14,No
4967,BEN,2018-02-14,No
4968,BEN,2018-05-15,No
4969,BEN,2018-08-14,No
4970,BEN,2018-11-14,No
4971,BEN,2019-02-14,No
4972,BEN,2019-05-15,No
4973,BEN,2019-08-14,No
4974,BEN,2019-11-14,No
4975,BEN,2020-02-14,No
4976,BEN,2020-05-15,No
4977,BEN,2020-08-14,No
4978,BEN,2020-11-14,No
4979,BEN,2021-02-14,No
4980,BEN,2021-05-15,No
4981,BEN,2021-08-14,No
4982,BEN,2021-11-14,No
4983,BEN,2022-02-14,No
4984,BEN,2022-05-15,Sí
4985,BEN,2022-08-14,No
4986,BEN,2022-11-14,No
4987,BEN,2023-02-14,No
4988,BF.B,2000-03-16,No
4989,BF.B,2000-06-14,No
4990,BF.B,2000-09-14,No
4991,BF.B,2000-12-15,No
4992,BF.B,2001-03-17,No
4993,BF.B,2001-06-14,No
4994,BF.B,2001-09-14,No
4995,BF.B,2001-12-15,No
4996,BF.B,2002-03-17,No
4997,BF.B,2002-06-14,No
4998,BF.B,2002-09-14,Sí
4999,BF.B,2002-12-15,Sí
5000,BF.B,2003-03-17,Sí
5001,BF.B,2003-06-14,No
5002,BF.B,2003-09-14,No
5003,BF.B,2003-12-15,No
5004,BF.B,2004-03-16,No
5005,BF.B,2004-06-14,No
5006,BF.B,2004-09-14,No
5007,BF.B,2004-12-15,Sí
5008,BF.B,2005-03-17,Sí
5009,BF.B,2005-06-14,Sí
5010,BF.B,2005-09-14,No
5011,BF.B,2005-12-15,No
5012,BF.B,2006-03-17,No
5013,BF.B,2006-06-14,No
5014,BF.B,2006-09-14,No
5015,BF.B,2006-12-15,Sí
5016,BF.B,2007-03-17,Sí
5017,BF.B,2007-06-14,No
5018,BF.B,2007-09-14,No
5019,BF.B,2007-12-15,No
5020,BF.B,2008-03-16,No
5021,BF.B,2008-06-14,Sí
5022,BF.B,2008-09-14,No
5023,BF.B,2008-12-15,Sí
5024,BF.B,2009-03-17,Sí
5025,BF.B,2009-06-14,Sí
5026,BF.B,2009-09-14,Sí
5027,BF.B,2009-12-15,Sí
5028,BF.B,2010-03-17,Sí
5029,BF.B,2010-06-14,No
5030,BF.B,2010-09-14,No
5031,BF.B,2010-12-15,No
5032,BF.B,2011-03-17,No
5033,BF.B,2011-06-14,No
5034,BF.B,2011-09-14,No
